row_type,time_ms,session_time_ms,time_s,raw_depth_mm,depth_mm,peak_depth_mm,lean_mm,rate_cpm,compression_started,compression_completed,motion_state,hp_x,hp_y,hp_s,force_N,motor_on
DATA,19316,90,0.09,11.0,7.8,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,-0.3,0
DATA,19407,181,0.181,2.0,6.4,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,-0.0,0
DATA,19497,271,0.271,2.0,5.3,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0
DATA,19589,363,0.363,4.0,5.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,-0.0,0
DATA,19679,453,0.453,4.0,4.7,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,-0.0,0
DATA,19770,544,0.544,2.0,4.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,-0.0,0
DATA,19861,635,0.635,12.0,6.0,0.0,0.0,0.0,0,0,1,-24.7,18.6,13.5,-0.4,0
DATA,19951,725,0.725,40.0,14.5,0.0,0.0,0.0,0,0,1,-19.3,17.5,41.3,2.3,0
DATA,20042,816,0.816,58.0,25.4,0.0,0.0,0.0,0,0,1,-20.6,17.8,5.5,5.0,0
DATA,20132,906,0.906,39.0,28.8,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.5,0
DATA,20226,1000,1.0,6.0,23.1,58.0,0.0,0.0,0,1,2,0.0,0.0,0.0,-0.5,1
DATA,20314,1088,1.088,3.0,18.1,58.0,0.0,0.0,0,0,2,-24.7,18.6,10.5,-0.6,1
DATA,20405,1179,1.179,21.0,18.8,58.0,0.0,0.0,0,0,2,-18.3,19.1,36.4,2.0,1
DATA,20495,1269,1.269,52.0,27.1,58.0,18.1,0.0,1,0,1,-14.2,19.4,24.4,9.7,0
DATA,20586,1360,1.36,59.0,35.1,58.0,18.1,0.0,0,0,1,0.0,0.0,0.0,4.9,0
DATA,20677,1451,1.451,23.0,32.1,58.0,18.1,0.0,0,0,1,0.0,0.0,0.0,-0.2,0
DATA,20770,1544,1.544,1.0,24.3,59.0,18.1,110.3,0,1,2,0.0,0.0,0.0,-0.5,1
DATA,20858,1632,1.632,10.0,20.7,59.0,18.1,110.3,0,0,2,-11.5,19.5,24.4,-0.9,1
DATA,20950,1724,1.724,38.0,25.0,59.0,18.1,110.3,0,0,2,-9.9,17.9,46.3,-1.0,1
DATA,21040,1814,1.814,57.0,33.0,59.0,20.7,110.3,1,0,1,-13.6,18.1,5.5,-0.8,0
DATA,21131,1905,1.905,33.0,33.0,59.0,20.7,110.3,0,0,1,0.0,0.0,0.0,-0.8,0
DATA,21224,1998,1.998,3.0,25.5,57.0,20.7,132.2,0,1,2,-24.7,18.6,11.5,-0.6,1
DATA,21311,2085,2.085,20.0,24.1,57.0,20.7,132.2,0,0,2,-20.6,17.1,49.3,2.9,1
DATA,21403,2177,2.177,53.0,31.4,57.0,24.1,132.2,1,0,1,-18.2,17.7,20.4,11.0,1
DATA,21493,2267,2.267,54.0,37.0,57.0,24.1,132.2,0,0,1,0.0,0.0,0.0,4.6,0
DATA,21586,2360,2.36,12.0,30.8,54.0,24.1,166.2,0,1,2,0.0,0.0,0.0,-0.3,1
DATA,21676,2450,2.45,0.0,23.1,54.0,24.1,166.2,0,0,2,-24.7,18.6,13.5,-0.7,1
DATA,21766,2540,2.54,23.0,23.1,54.0,24.1,166.2,0,0,2,-19.8,17.2,51.3,-1.0,1
DATA,21857,2631,2.631,55.0,31.0,54.0,23.1,166.2,1,0,1,-17.1,17.8,20.4,-0.4,0
