row_type,time_ms,session_time_ms,time_s,raw_depth_mm,depth_mm,peak_depth_mm,lean_mm,rate_cpm,compression_started,compression_completed,motion_state,hp_x,hp_y,hp_s,force_N,motor_on
DATA,17519,91,0.091,4.0,2.9,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,-0.3,0
DATA,17609,181,0.181,5.0,3.4,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,-0.3,0
DATA,17700,272,0.272,7.0,4.3,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,-0.3,0
DATA,17790,362,0.362,5.0,4.5,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,-0.4,0
DATA,17882,454,0.454,9.0,5.6,0.0,0.0,0.0,0,0,0,21.9,21.9,5.2,-0.5,0
DATA,17972,544,0.544,27.0,11.0,0.0,0.0,0.0,1,0,1,20.8,20.5,40.1,-0.6,0
DATA,18063,635,0.635,61.0,23.5,0.0,0.0,0.0,0,0,1,19.2,19.5,27.1,-0.3,0
DATA,18154,726,0.726,63.0,33.4,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,-0.2,0
DATA,18244,816,0.816,21.0,30.3,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.4,0
DATA,18337,909,0.909,0.0,22.7,63.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.7,1
DATA,18425,997,0.997,4.0,18.0,63.0,0.0,0.0,0,0,2,8.6,21.0,19.8,0.3,1
DATA,18516,1088,1.088,33.0,21.8,63.0,0.0,0.0,0,0,2,10.6,20.1,52.1,2.0,1
DATA,18607,1179,1.179,63.0,32.1,63.0,18.0,0.0,1,0,1,13.5,20.6,8.2,5.5,0
DATA,18698,1270,1.27,49.0,36.3,63.0,18.0,0.0,0,0,1,0.0,0.0,0.0,1.4,0
DATA,18791,1363,1.363,14.0,30.7,63.0,18.0,132.2,0,1,2,0.0,0.0,0.0,0.5,1
DATA,18879,1451,1.451,1.0,23.3,63.0,18.0,132.2,0,0,2,0.0,0.0,0.0,0.6,1
