row_type,time_ms,session_time_ms,time_s,raw_depth_mm,depth_mm,peak_depth_mm,lean_mm,rate_cpm,compression_started,compression_completed,motion_state,hp_x,hp_y,hp_s,force_N,motor_on
DATA,16248,91,0.091,1.0,0.3,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0
DATA,16338,181,0.181,0.0,0.2,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,-0.0,0
DATA,16430,273,0.273,0.0,0.2,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,-0.0,0
DATA,16521,364,0.364,0.0,0.1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0
DATA,16611,454,0.454,1.0,0.4,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0
DATA,16702,545,0.545,1.0,0.5,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0
DATA,16792,635,0.635,1.0,0.6,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,-0.0,0
DATA,16883,726,0.726,5.0,1.7,0.0,0.0,0.0,0,0,0,21.9,21.9,5.3,-0.0,0
DATA,16973,816,0.816,14.0,4.8,0.0,0.0,0.0,0,0,0,22.4,20.7,52.7,0.1,0
DATA,17064,907,0.907,43.0,14.3,0.0,0.0,0.0,1,0,1,22.1,19.7,89.4,1.5,0
DATA,17156,999,0.999,57.0,25.0,0.0,0.0,0.0,0,0,1,22.0,20.2,11.3,2.2,0
DATA,17246,1089,1.089,32.0,26.8,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.5,0
DATA,17339,1182,1.182,6.0,21.6,57.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.2,1
DATA,17428,1271,1.271,11.0,18.9,57.0,0.0,0.0,0,0,2,18.8,17.3,62.4,0.2,1
DATA,17518,1361,1.361,41.0,24.4,57.0,0.0,0.0,0,0,2,19.3,17.3,106.4,1.7,1
DATA,17609,1452,1.452,63.5,34.2,57.0,18.9,0.0,1,0,1,20.0,18.4,24.3,2.8,0
DATA,17700,1543,1.543,43.0,36.4,57.0,18.9,0.0,0,0,1,0.0,0.0,0.0,0.8,0
DATA,17794,1637,1.637,12.0,30.3,63.5,18.9,132.2,0,1,2,0.0,0.0,0.0,0.6,1
DATA,17881,1724,1.724,6.0,24.2,63.5,18.9,132.2,0,0,2,15.8,21.5,43.0,0.4,1
DATA,17972,1815,1.815,36.0,27.2,63.5,18.9,132.2,0,0,2,17.1,20.5,118.4,0.3,1
DATA,18063,1906,1.906,61.0,35.6,63.5,24.2,132.2,1,0,1,18.6,20.1,49.7,0.7,0
DATA,18153,1996,1.996,53.0,40.0,63.5,24.2,132.2,0,0,1,0.0,0.0,0.0,0.4,0
DATA,18246,2089,2.089,16.0,34.0,61.0,24.2,132.5,0,1,2,0.0,0.0,0.0,0.6,1
DATA,18335,2178,2.178,4.0,26.5,61.0,24.2,132.5,0,0,2,21.9,21.9,29.3,0.5,1
DATA,18425,2268,2.268,35.0,28.6,61.0,24.2,132.5,0,0,2,21.6,20.8,121.4,0.3,1
DATA,18515,2358,2.358,63.5,37.3,61.0,26.5,132.5,1,0,1,21.9,20.5,48.7,0.7,0
DATA,18607,2450,2.45,53.0,41.3,61.0,26.5,132.5,0,0,1,0.0,0.0,0.0,0.4,0
DATA,18700,2543,2.543,18.0,35.4,63.5,26.5,132.2,0,1,2,0.0,0.0,0.0,0.6,0
DATA,18788,2631,2.631,4.0,27.6,63.5,26.5,132.2,0,0,2,21.9,21.9,16.3,0.5,0
DATA,18879,2722,2.722,22.0,26.2,63.5,26.5,132.2,0,0,2,21.7,20.8,96.4,0.3,0
DATA,18969,2812,2.812,55.0,33.4,63.5,26.2,132.2,1,0,1,22.2,20.1,70.7,0.4,0
DATA,19060,2903,2.903,59.0,39.8,63.5,26.2,132.2,0,0,1,22.1,20.5,9.3,0.3,0
DATA,19150,2993,2.993,29.0,37.1,63.5,26.2,132.2,0,0,1,0.0,0.0,0.0,0.4,0
DATA,19245,3088,3.088,7.0,29.6,59.0,26.2,110.3,0,1,2,21.9,21.9,6.3,0.6,0
DATA,19333,3176,3.176,16.0,26.2,59.0,26.2,110.3,0,0,2,21.5,21.0,83.4,0.3,0
DATA,19423,3266,3.266,52.0,32.6,59.0,26.2,110.3,0,0,2,21.3,20.3,94.4,0.4,0
DATA,19514,3357,3.357,63.0,40.2,59.0,26.2,110.3,1,0,1,21.4,20.7,13.3,0.4,0
DATA,19604,3447,3.447,34.0,38.7,59.0,26.2,110.3,0,0,1,0.0,0.0,0.0,0.4,0
DATA,19697,3540,3.54,6.0,30.5,63.0,26.2,132.5,0,1,2,0.0,0.0,0.0,0.6,0
DATA,19786,3629,3.629,12.0,25.9,63.0,26.2,132.5,0,0,2,19.9,18.5,77.4,0.3,0
DATA,19876,3719,3.719,50.0,31.9,63.0,26.2,132.5,0,0,2,20.2,18.3,113.4,0.4,0
DATA,19968,3811,3.811,63.0,39.7,63.0,25.9,132.5,1,0,1,20.6,19.2,24.3,0.6,0
DATA,20058,3901,3.901,43.0,40.5,63.0,25.9,132.5,0,0,1,0.0,0.0,0.0,0.3,0
DATA,20151,3994,3.994,10.0,32.9,63.0,25.9,132.2,0,1,2,0.0,0.0,0.0,0.6,0
DATA,20239,4082,4.082,11.0,27.4,63.0,25.9,132.2,0,0,2,23.0,19.3,44.7,0.4,0
DATA,20330,4173,4.173,39.0,30.3,63.0,25.9,132.2,0,0,2,22.5,18.9,112.4,0.3,0
DATA,20421,4264,4.264,63.0,38.5,63.0,27.4,132.2,1,0,1,22.3,19.6,33.3,0.7,0
DATA,20512,4355,4.355,47.0,40.6,63.0,27.4,132.2,0,0,1,0.0,0.0,0.0,0.4,0
DATA,20605,4448,4.448,16.0,34.5,63.0,27.4,132.5,0,1,2,0.0,0.0,0.0,0.6,0
DATA,20694,4537,4.537,4.0,26.8,63.0,27.4,132.5,0,0,2,21.9,21.9,32.3,0.4,0
DATA,20785,4628,4.628,32.0,28.1,63.0,27.4,132.5,0,0,2,21.7,20.9,113.4,0.2,0
DATA,20875,4718,4.718,63.0,36.8,63.0,26.8,132.5,1,0,1,22.1,20.3,52.7,0.5,0
DATA,20966,4809,4.809,54.0,41.1,63.0,26.8,132.5,0,0,1,0.0,0.0,0.0,0.3,0
DATA,21058,4901,4.901,19.0,35.6,63.0,26.8,131.9,0,1,2,0.0,0.0,0.0,0.5,0
DATA,21147,4990,4.99,5.0,28.0,63.0,26.8,131.9,0,0,2,21.9,21.9,31.3,0.5,0
DATA,21237,5080,5.08,25.0,27.2,63.0,26.8,131.9,0,0,2,22.3,21.0,104.7,0.1,0
DATA,21328,5171,5.171,56.0,34.4,63.0,27.2,131.9,1,0,1,22.6,20.3,86.7,0.1,0
DATA,21419,5262,5.262,62.0,41.3,63.0,27.2,131.9,0,0,1,22.4,20.7,17.3,0.2,0
DATA,21510,5353,5.353,32.0,39.0,63.0,27.2,131.9,0,0,1,0.0,0.0,0.0,0.3,0
DATA,21603,5446,5.446,11.0,32.0,62.0,27.2,110.3,0,1,2,21.9,21.9,10.3,0.5,0
DATA,21691,5534,5.534,18.0,28.5,62.0,27.2,110.3,0,0,2,21.4,21.0,75.4,0.3,0
DATA,21782,5625,5.625,49.0,33.6,62.0,27.2,110.3,0,0,2,21.2,20.1,102.4,0.5,0
DATA,21872,5715,5.715,63.5,41.1,62.0,28.5,110.3,1,0,1,21.4,20.6,15.3,0.7,0
DATA,21963,5806,5.806,32.0,38.8,62.0,28.5,110.3,0,0,1,0.0,0.0,0.0,0.5,0
DATA,22055,5898,5.898,6.0,30.6,63.5,28.5,132.5,0,1,2,21.9,21.9,5.3,0.6,0
DATA,22145,5988,5.988,12.0,26.0,63.5,28.5,132.5,0,0,2,21.4,21.0,78.4,0.4,0
DATA,22236,6079,6.079,50.0,32.0,63.5,28.5,132.5,0,0,2,21.1,20.2,107.4,0.7,0
DATA,22326,6169,6.169,63.5,39.9,63.5,26.0,132.5,1,0,1,21.3,20.7,15.3,0.8,0
DATA,22417,6260,6.26,33.0,38.1,63.5,26.0,132.5,0,0,1,0.0,0.0,0.0,0.5,0
DATA,22510,6353,6.353,6.0,30.1,63.5,26.0,132.2,0,1,2,21.9,21.9,5.3,0.6,0
DATA,22598,6441,6.441,14.0,26.1,63.5,26.0,132.2,0,0,2,21.5,20.9,84.4,0.3,0
DATA,22688,6531,6.531,52.0,32.6,63.5,26.0,132.2,0,0,2,21.4,20.2,103.4,0.5,0
DATA,22780,6623,6.623,63.5,40.3,63.5,26.1,132.2,1,0,1,21.5,20.6,11.3,0.7,0
DATA,22871,6714,6.714,32.0,38.2,63.5,26.1,132.2,0,0,1,0.0,0.0,0.0,0.4,0
DATA,22964,6807,6.807,5.0,29.9,63.5,26.1,132.5,0,1,2,0.0,0.0,0.0,0.6,0
DATA,23051,6894,6.894,13.0,25.7,63.5,26.1,132.5,0,0,2,23.6,18.0,73.7,0.2,0
DATA,23143,6986,6.986,51.0,32.0,63.5,26.1,132.5,0,0,2,22.9,18.0,105.4,0.4,0
DATA,23233,7076,7.076,63.0,39.8,63.5,25.7,132.5,1,0,1,22.7,19.0,13.3,0.6,0
DATA,23324,7167,7.167,32.0,37.8,63.5,25.7,132.5,0,0,1,0.0,0.0,0.0,0.5,0
DATA,23417,7260,7.26,5.0,29.6,63.0,25.7,132.2,0,1,2,21.9,21.9,11.3,0.7,0
DATA,23505,7348,7.348,16.0,26.2,63.0,25.7,132.2,0,0,2,22.5,20.4,85.7,0.4,0
DATA,23596,7439,7.439,52.0,32.7,63.0,25.7,132.2,0,0,2,23.0,19.5,104.7,0.7,0
DATA,23687,7530,7.53,63.0,40.2,63.0,26.2,132.2,1,0,1,23.3,18.8,26.7,0.9,0
DATA,23778,7621,7.621,36.0,39.2,63.0,26.2,132.2,0,0,1,0.0,0.0,0.0,0.4,0
