row_type,time_ms,session_time_ms,time_s,raw_depth_mm,depth_mm,peak_depth_mm,lean_mm,rate_cpm,compression_started,compression_completed,motion_state,hp_x,hp_y,hp_s,force_N,motor_on
DATA,65809,90,0.09,0.0,1.2,53.0,20.0,109.9,0,0,2,0.0,0.0,0.0,-0.1,0
DATA,65900,181,0.181,2.0,1.4,53.0,20.0,109.9,0,0,2,0.0,0.0,0.0,-0.1,0
DATA,65990,271,0.271,0.0,1.0,53.0,20.0,109.9,0,0,2,0.0,0.0,0.0,-0.1,0
DATA,66081,362,0.362,2.0,1.3,53.0,20.0,109.9,0,0,2,0.0,0.0,0.0,-0.1,0
DATA,66171,452,0.452,0.0,1.0,53.0,20.0,109.9,0,0,2,0.0,0.0,0.0,-0.1,0
DATA,66263,544,0.544,2.0,1.2,53.0,20.0,109.9,0,0,2,0.0,0.0,0.0,-0.1,0
DATA,66354,635,0.635,1.0,1.2,53.0,20.0,109.9,0,0,2,0.0,0.0,0.0,-0.1,0
DATA,66445,726,0.726,0.0,0.9,53.0,20.0,109.9,0,0,2,0.0,0.0,0.0,-0.1,0
DATA,66536,817,0.817,4.0,1.7,53.0,20.0,109.9,0,0,2,0.0,0.0,0.0,-0.2,0
DATA,66626,907,0.907,6.0,2.7,53.0,20.0,109.9,0,0,2,0.0,0.0,0.0,-0.4,0
DATA,66717,998,0.998,8.0,4.1,53.0,20.0,109.9,0,0,2,0.0,0.0,0.0,-0.5,0
DATA,66808,1089,1.089,6.0,4.5,53.0,20.0,109.9,0,0,2,0.0,0.0,0.0,-0.5,0
DATA,66898,1179,1.179,6.0,4.9,53.0,20.0,109.9,0,0,2,0.0,0.0,0.0,-0.5,0
DATA,66990,1271,1.271,5.0,4.9,53.0,20.0,109.9,0,0,2,0.0,0.0,0.0,-0.5,0
DATA,67081,1362,1.362,6.0,5.2,53.0,20.0,109.9,0,0,2,0.0,0.0,0.0,-0.5,0
DATA,67171,1452,1.452,7.0,5.6,53.0,20.0,109.9,0,0,2,0.0,0.0,0.0,-0.5,0
DATA,67262,1543,1.543,9.0,6.5,53.0,20.0,109.9,0,0,2,21.9,21.9,8.7,-0.5,0
DATA,67352,1633,1.633,17.0,9.1,53.0,0.2,109.9,1,0,1,21.9,21.9,13.7,-0.5,0
DATA,67443,1724,1.724,32.0,14.8,53.0,0.2,109.9,0,0,1,21.9,21.9,11.7,-0.3,0
DATA,67534,1815,1.815,37.0,20.4,53.0,0.2,109.9,0,0,1,0.0,0.0,0.0,-0.3,0
DATA,67625,1906,1.906,21.0,20.5,53.0,0.2,109.9,0,0,1,0.0,0.0,0.0,-0.3,0
DATA,67718,1999,1.999,0.0,15.4,37.0,0.2,3.0,0,1,2,0.0,0.0,0.0,-0.0,0
DATA,67807,2088,2.088,0.0,11.5,37.0,0.2,3.0,0,0,2,0.0,0.0,0.0,0.1,0
DATA,67898,2179,2.179,7.0,10.4,37.0,0.2,3.0,0,0,2,21.9,21.9,6.7,-0.2,0
DATA,67988,2269,2.269,28.0,14.8,37.0,0.2,3.0,0,0,2,21.9,21.9,8.7,-0.0,0
DATA,68078,2359,2.359,36.0,20.1,37.0,10.4,3.0,1,0,1,0.0,0.0,0.0,0.2,0
DATA,68169,2450,2.45,26.0,21.6,37.0,10.4,3.0,0,0,1,0.0,0.0,0.0,-0.2,0
DATA,68260,2541,2.541,8.0,18.2,37.0,10.4,3.0,0,0,1,0.0,0.0,0.0,-0.1,0
DATA,68353,2634,2.634,2.0,14.1,36.0,10.4,94.5,0,1,2,0.0,0.0,0.0,0.0,0
DATA,68442,2723,2.723,13.0,13.9,36.0,10.4,94.5,0,0,2,21.9,21.9,12.7,0.2,0
DATA,68533,2814,2.814,34.0,18.9,36.0,10.4,94.5,0,0,2,21.9,21.9,7.7,1.4,0
DATA,68624,2905,2.905,37.0,23.4,36.0,13.9,94.5,1,0,1,0.0,0.0,0.0,1.2,0
DATA,68714,2995,2.995,22.0,23.1,36.0,13.9,94.5,0,0,1,0.0,0.0,0.0,0.6,0
DATA,68807,3088,3.088,3.0,18.0,37.0,13.9,132.2,0,1,2,0.0,0.0,0.0,0.7,0
DATA,68896,3177,3.177,5.0,14.8,37.0,13.9,132.2,0,0,2,0.0,0.0,0.0,0.7,0
DATA,68986,3267,3.267,21.0,16.3,37.0,13.9,132.2,0,0,2,21.9,21.9,13.7,1.4,0
DATA,69078,3359,3.359,40.0,22.3,37.0,14.8,132.2,1,0,1,0.0,0.0,0.0,2.5,0
DATA,69168,3449,3.449,42.0,27.2,37.0,14.8,132.2,0,0,1,0.0,0.0,0.0,1.5,0
DATA,69259,3540,3.54,8.0,22.4,37.0,14.8,132.2,0,0,1,0.0,0.0,0.0,0.8,0
DATA,69352,3633,3.633,3.0,17.5,42.0,14.8,110.1,0,1,2,0.0,0.0,0.0,0.7,0
DATA,69441,3722,3.722,10.0,15.7,42.0,14.8,110.1,0,0,2,21.9,21.9,16.7,0.6,0
DATA,69531,3812,3.812,46.0,23.2,42.0,15.7,110.1,1,0,1,21.9,21.9,10.7,1.4,0
DATA,69622,3903,3.903,52.0,30.4,42.0,15.7,110.1,0,0,1,0.0,0.0,0.0,1.2,0
DATA,69713,3994,3.994,30.0,30.3,42.0,15.7,110.1,0,0,1,0.0,0.0,0.0,0.4,0
DATA,69807,4088,4.088,3.0,23.5,52.0,15.7,132.2,0,1,2,0.0,0.0,0.0,0.5,1
DATA,69894,4175,4.175,2.0,18.1,52.0,15.7,132.2,0,0,2,0.0,0.0,0.0,0.4,1
DATA,69985,4266,4.266,23.0,19.3,52.0,15.7,132.2,0,0,2,21.9,21.9,17.7,0.4,1
DATA,70076,4357,4.357,53.0,27.8,52.0,18.1,132.2,1,0,1,0.0,0.0,0.0,0.9,0
DATA,70167,4448,4.448,46.0,32.3,52.0,18.1,132.2,0,0,1,0.0,0.0,0.0,0.4,0
DATA,70260,4541,4.541,11.0,27.0,53.0,18.1,132.2,0,1,2,0.0,0.0,0.0,0.3,1
DATA,70348,4629,4.629,1.0,20.5,53.0,18.1,132.2,0,0,2,0.0,0.0,0.0,0.4,1
DATA,70439,4720,4.72,10.0,17.9,53.0,18.1,132.2,0,0,2,21.9,21.9,15.7,0.1,1
DATA,70531,4812,4.812,46.0,24.9,53.0,17.9,132.2,1,0,1,21.9,21.9,11.7,0.3,0
DATA,70621,4902,4.902,58.0,33.2,53.0,17.9,132.2,0,0,1,0.0,0.0,0.0,0.3,0
DATA,70712,4993,4.993,25.0,31.1,53.0,17.9,132.2,0,0,1,0.0,0.0,0.0,0.2,0
DATA,70805,5086,5.086,2.0,23.8,58.0,17.9,110.3,0,1,2,0.0,0.0,0.0,0.5,1
DATA,70893,5174,5.174,2.0,18.4,58.0,17.9,110.3,0,0,2,21.9,21.9,6.7,0.2,1
DATA,70984,5265,5.265,29.0,21.0,58.0,17.9,110.3,0,0,2,21.9,21.9,15.7,-0.1,1
DATA,71075,5356,5.356,54.0,29.3,58.0,18.4,110.3,1,0,1,0.0,0.0,0.0,0.4,0
DATA,71165,5446,5.446,45.0,33.2,58.0,18.4,110.3,0,0,1,0.0,0.0,0.0,0.2,0
DATA,71257,5538,5.538,14.0,28.4,58.0,18.4,110.3,0,0,1,0.0,0.0,0.0,0.4,0
DATA,71349,5630,5.63,2.0,21.8,54.0,18.4,109.9,0,1,2,0.0,0.0,0.0,0.5,1
DATA,71438,5719,5.719,13.0,19.6,54.0,18.4,109.9,0,0,2,21.9,21.9,12.7,0.1,1
DATA,71529,5810,5.81,48.0,26.7,54.0,19.6,109.9,1,0,1,21.9,21.9,9.7,0.6,1
DATA,71619,5900,5.9,54.0,33.5,54.0,19.6,109.9,0,0,1,0.0,0.0,0.0,0.6,0
DATA,71710,5991,5.991,32.0,33.1,54.0,19.6,109.9,0,0,1,0.0,0.0,0.0,0.3,0
DATA,71803,6084,6.084,2.0,25.4,54.0,19.6,132.5,0,1,2,0.0,0.0,0.0,0.5,1
DATA,71892,6173,6.173,3.0,19.8,54.0,19.6,132.5,0,0,2,0.0,0.0,0.0,0.5,1
DATA,71983,6264,6.264,27.0,21.6,54.0,19.6,132.5,0,0,2,21.9,21.9,8.7,0.6,1
DATA,72073,6354,6.354,45.0,27.4,54.0,19.8,132.5,1,0,1,0.0,0.0,0.0,1.2,0
DATA,72164,6445,6.445,38.0,30.1,54.0,19.8,132.5,0,0,1,0.0,0.0,0.0,0.5,0
DATA,72255,6536,6.536,11.0,25.3,54.0,19.8,132.5,0,0,1,0.0,0.0,0.0,0.4,0
DATA,72348,6629,6.629,1.0,19.2,45.0,19.8,110.1,0,1,2,0.0,0.0,0.0,0.5,0
DATA,72437,6718,6.718,13.0,17.7,45.0,19.8,110.1,0,0,2,21.9,21.9,7.7,0.7,0
DATA,72527,6808,6.808,41.0,23.5,45.0,19.8,110.1,0,0,2,21.9,21.9,5.7,2.0,0
DATA,72619,6900,6.9,47.0,29.4,45.0,17.7,110.1,1,0,1,0.0,0.0,0.0,1.7,0
DATA,72709,6990,6.99,28.0,29.0,45.0,17.7,110.1,0,0,1,0.0,0.0,0.0,0.6,0
DATA,72802,7083,7.083,5.0,23.0,47.0,17.7,132.2,0,1,2,0.0,0.0,0.0,0.8,0
DATA,72890,7171,7.171,6.0,18.8,47.0,17.7,132.2,0,0,2,0.0,0.0,0.0,0.8,0
DATA,72981,7262,7.262,26.0,20.6,47.0,17.7,132.2,0,0,2,21.9,21.9,8.7,1.5,0
DATA,73072,7353,7.353,43.0,26.2,47.0,18.8,132.2,1,0,1,0.0,0.0,0.0,2.2,0
DATA,73163,7444,7.444,42.0,30.1,47.0,18.8,132.2,0,0,1,0.0,0.0,0.0,1.2,0
DATA,73253,7534,7.534,14.0,26.1,47.0,18.8,132.2,0,0,1,0.0,0.0,0.0,0.7,0
DATA,73347,7628,7.628,3.0,20.3,43.0,18.8,110.1,0,1,2,0.0,0.0,0.0,0.8,0
DATA,73435,7716,7.716,14.0,18.7,43.0,18.8,110.1,0,0,2,21.9,21.9,9.7,1.3,0
DATA,73526,7807,7.807,41.0,24.3,43.0,18.8,110.1,0,0,2,21.9,21.9,5.7,2.5,0
DATA,73616,7897,7.897,45.0,29.5,43.0,18.7,110.1,1,0,1,0.0,0.0,0.0,1.9,0
DATA,73707,7988,7.988,19.0,26.9,43.0,18.7,110.1,0,0,1,0.0,0.0,0.0,0.9,0
DATA,73800,8081,8.081,2.0,20.6,45.0,18.7,132.5,0,1,2,0.0,0.0,0.0,1.0,0
DATA,73889,8170,8.17,8.0,17.5,45.0,18.7,132.5,0,0,2,21.9,21.9,5.7,0.9,0
DATA,73979,8260,8.26,35.0,21.9,45.0,18.7,132.5,0,0,2,21.9,21.9,8.7,1.8,0
DATA,74071,8352,8.352,46.0,27.9,45.0,17.5,132.5,1,0,1,0.0,0.0,0.0,2.1,0
DATA,74162,8443,8.443,32.0,28.9,45.0,17.5,132.5,0,0,1,0.0,0.0,0.0,0.9,0
DATA,74252,8533,8.533,9.0,23.9,45.0,17.5,132.5,0,0,1,0.0,0.0,0.0,0.7,0
DATA,74345,8626,8.626,7.0,19.7,46.0,17.5,110.1,0,1,2,0.0,0.0,0.0,0.9,0
DATA,74433,8714,8.714,24.0,20.8,46.0,17.5,110.1,0,0,2,21.9,21.9,10.7,1.7,0
