compression_index,session_time_ms,time_s,peak_depth_mm,lean_mm,rate_cpm,hp_x,hp_y,hp_s,force_N
1,1180,1.18,63.0,0.0,0.0,0.0,0.0,0.0,-0.2
2,1634,1.634,63.5,17.8,132.2,0.0,0.0,0.0,-0.1
3,2177,2.177,60.0,24.4,110.3,21.9,21.9,19.0,-0.0
4,2541,2.541,61.0,27.0,165.3,0.0,0.0,0.0,0.0
5,2994,2.994,63.5,25.5,132.2,0.0,0.0,0.0,0.1
6,3447,3.447,60.0,25.7,132.7,0.0,0.0,0.0,-0.2
7,3991,3.991,63.5,25.5,110.1,0.0,0.0,0.0,0.1
8,4445,4.445,63.5,23.5,132.5,0.0,0.0,0.0,0.1
9,4899,4.899,63.5,23.9,132.2,0.0,0.0,0.0,0.2
10,5352,5.352,61.0,22.6,132.2,0.0,0.0,0.0,-0.0
11,5805,5.805,54.0,24.4,132.2,0.0,0.0,0.0,-0.1
12,6349,6.349,63.5,22.2,110.5,0.0,0.0,0.0,0.2
13,6803,6.803,62.0,21.0,132.2,0.0,0.0,0.0,0.1
14,7347,7.347,63.5,20.6,110.3,0.0,0.0,0.0,0.2
15,7801,7.801,63.5,20.2,132.5,0.0,0.0,0.0,0.1
16,8345,8.345,58.0,21.1,110.3,0.0,0.0,0.0,0.0
17,8799,8.799,60.0,19.7,132.2,0.0,0.0,0.0,0.3
18,9343,9.343,60.0,19.5,110.3,0.0,0.0,0.0,0.3
19,9796,9.796,59.0,18.7,132.5,0.0,0.0,0.0,0.1
20,10341,10.341,55.0,19.9,110.1,0.0,0.0,0.0,-0.0
21,10794,10.794,63.5,18.4,132.5,0.0,0.0,0.0,0.2
22,11248,11.248,60.0,21.1,132.2,0.0,0.0,0.0,0.1
23,11792,11.792,59.0,21.2,110.1,0.0,0.0,0.0,0.1
24,12245,12.245,57.0,20.4,132.2,0.0,0.0,0.0,0.0
25,12790,12.79,63.5,17.9,110.5,0.0,0.0,0.0,0.2
26,13243,13.243,63.5,19.2,132.5,0.0,0.0,0.0,0.0
27,13788,13.788,62.0,19.8,110.1,0.0,0.0,0.0,0.1
28,14241,14.241,58.0,19.8,132.5,0.0,0.0,0.0,-0.1
29,14785,14.785,63.0,18.8,110.3,0.0,0.0,0.0,0.1
30,15239,15.239,58.0,18.5,131.9,0.0,0.0,0.0,0.1
31,15783,15.783,56.0,20.1,110.5,0.0,0.0,0.0,-0.2
32,16236,16.236,54.0,20.0,132.2,0.0,0.0,0.0,-0.4
33,16690,16.69,57.0,17.9,132.2,0.0,0.0,0.0,-0.4
34,17143,17.143,56.0,19.3,132.7,0.0,0.0,0.0,-0.5
35,17687,17.687,61.0,17.8,110.1,0.0,0.0,0.0,-0.2
36,18142,18.142,55.0,18.5,132.2,0.0,0.0,0.0,-0.4
37,18685,18.685,61.0,18.1,110.3,0.0,0.0,0.0,-0.1
38,19139,19.139,59.0,21.2,132.5,0.0,0.0,0.0,-0.1
39,19683,19.683,63.5,18.2,110.1,0.0,0.0,0.0,0.1
40,20227,20.227,56.0,20.5,110.3,0.0,0.0,0.0,-0.0
41,20681,20.681,58.0,18.9,132.2,0.0,0.0,0.0,-0.1
42,21226,21.226,63.0,18.5,110.3,0.0,0.0,0.0,-0.0
43,21678,21.678,55.0,21.2,132.2,0.0,0.0,0.0,-0.1
44,22223,22.223,60.0,18.8,110.3,0.0,0.0,0.0,-0.2
45,22768,22.768,59.0,19.4,110.3,0.0,0.0,0.0,-0.3
46,23221,23.221,59.0,19.2,132.2,0.0,0.0,0.0,-0.3
47,23765,23.765,60.0,19.8,110.5,0.0,0.0,0.0,-0.1
48,24310,24.31,63.0,19.7,110.1,0.0,0.0,0.0,0.1
49,24764,24.764,61.0,20.4,132.2,0.0,0.0,0.0,0.0
50,25308,25.308,63.0,21.6,110.3,0.0,0.0,0.0,0.0
51,25851,25.851,63.5,21.1,110.5,0.0,0.0,0.0,-0.1
52,26396,26.396,62.0,22.4,109.9,0.0,0.0,0.0,0.1
53,26941,26.941,60.0,21.3,110.3,0.0,0.0,0.0,0.0
54,27485,27.485,62.0,20.2,110.3,0.0,0.0,0.0,0.1
55,28029,28.029,62.0,17.6,110.3,0.0,0.0,0.0,0.0
56,28573,28.573,62.0,18.2,110.3,0.0,0.0,0.0,-0.0
57,29117,29.117,63.5,18.1,110.1,0.0,0.0,0.0,-0.0
58,29663,29.663,63.5,18.6,110.1,0.0,0.0,0.0,0.0
