row_type,time_ms,session_time_ms,time_s,raw_depth_mm,depth_mm,peak_depth_mm,lean_mm,rate_cpm,compression_started,compression_completed,motion_state,hp_x,hp_y,hp_s,force_N,motor_on
DATA,20105,90,0.09,0.0,0.7,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0
DATA,20196,181,0.181,3.0,1.3,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.1,0
DATA,20286,271,0.271,1.0,1.2,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0
DATA,20376,361,0.361,2.0,1.4,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,-0.0,0
DATA,20468,453,0.453,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0
DATA,20558,543,0.543,0.0,0.8,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.1,0
DATA,20649,634,0.634,0.0,0.6,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0
DATA,20740,725,0.725,0.0,0.4,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0
DATA,20830,815,0.815,0.0,0.3,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,-0.0,0
DATA,20922,907,0.907,1.0,0.5,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,-0.0,0
DATA,21012,997,0.997,0.0,0.4,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0
DATA,21102,1087,1.087,4.0,1.3,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0
DATA,21193,1178,1.178,3.0,1.7,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,-0.0,0
DATA,21283,1268,1.268,9.0,3.5,0.0,0.0,0.0,0,0,0,31.2,0.5,15.4,-0.0,0
DATA,21374,1359,1.359,11.0,5.4,0.0,0.2,0.0,1,0,1,30.8,-0.4,38.3,0.0,0
DATA,21465,1450,1.45,29.0,11.3,0.0,0.2,0.0,0,0,1,30.1,-1.3,86.3,1.4,0
DATA,21556,1541,1.541,55.0,22.2,0.0,0.2,0.0,0,0,1,29.8,-2.1,65.3,7.0,0
