row_type,time_ms,session_time_ms,time_s,raw_depth_mm,depth_mm,peak_depth_mm,lean_mm,rate_cpm,compression_started,compression_completed,motion_state,hp_x,hp_y,hp_s,force_N,motor_on
DATA,20149,90,0.09,2.0,2.7,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0
DATA,20239,180,0.18,0.0,2.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.1,0
DATA,20330,271,0.271,0.0,1.5,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0
DATA,20421,362,0.362,0.0,1.1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.1,0
DATA,20511,452,0.452,1.0,1.1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.1,0
DATA,20602,543,0.543,1.0,1.1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0
DATA,20692,633,0.633,3.0,1.6,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.1,0
DATA,20784,725,0.725,6.0,2.7,0.0,0.0,0.0,0,0,0,21.9,21.9,9.0,0.1,0
DATA,20874,815,0.815,20.0,7.0,0.0,0.1,0.0,1,0,1,22.6,20.4,43.5,-0.0,0
DATA,20965,906,0.906,44.0,16.3,0.0,0.1,0.0,0,0,1,23.1,19.1,86.5,2.4,0
DATA,21056,997,0.997,63.5,28.1,0.0,0.1,0.0,0,0,1,22.8,19.8,32.0,24.5,0
DATA,21147,1088,1.088,54.0,34.5,0.0,0.1,0.0,0,0,1,0.0,0.0,0.0,19.3,0
DATA,21237,1178,1.178,23.0,31.7,0.0,0.1,0.0,0,0,1,0.0,0.0,0.0,1.5,0
DATA,21330,1271,1.271,9.0,26.0,63.5,0.1,0.0,0,1,2,21.9,21.9,11.0,0.8,1
DATA,21419,1360,1.36,23.0,25.2,63.5,0.1,0.0,0,0,2,22.4,20.8,55.5,0.4,1
DATA,21510,1451,1.451,59.0,33.7,63.5,25.2,0.0,1,0,1,22.7,20.1,63.5,0.9,1
DATA,21600,1541,1.541,63.5,41.1,63.5,25.2,0.0,0,0,1,22.5,20.5,17.0,3.3,0
DATA,21691,1632,1.632,43.0,41.6,63.5,25.2,0.0,0,0,1,0.0,0.0,0.0,1.2,0
DATA,21784,1725,1.725,18.0,35.7,63.5,25.2,132.2,0,1,2,21.9,21.9,9.0,0.7,0
DATA,21872,1813,1.813,15.0,30.5,63.5,25.2,132.2,0,0,2,21.9,21.9,31.0,0.6,0
DATA,21963,1904,1.904,43.0,33.6,63.5,25.2,132.2,0,0,2,22.4,20.8,75.5,0.4,0
