row_type,time_ms,session_time_ms,time_s,raw_depth_mm,depth_mm,peak_depth_mm,lean_mm,rate_cpm,compression_started,compression_completed,motion_state,hp_x,hp_y,hp_s,force_N,motor_on
DATA,16183,91,0.091,3.0,1.2,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.1,0
DATA,16273,181,0.181,0.0,0.9,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0
DATA,16364,272,0.272,0.0,0.7,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.1,0
DATA,16454,362,0.362,0.0,0.5,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.1,0
DATA,16544,452,0.452,2.0,0.9,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0
DATA,16636,544,0.544,1.0,0.9,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,-0.0,0
DATA,16727,635,0.635,1.0,0.9,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,-0.0,0
DATA,16818,726,0.726,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,-0.0,0
DATA,16908,816,0.816,0.0,0.7,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,-0.0,0
DATA,16999,907,0.907,0.0,0.5,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.1,0
DATA,17090,998,0.998,3.0,1.2,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.1,0
DATA,17180,1088,1.088,0.0,0.9,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0
DATA,17271,1179,1.179,1.0,0.9,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,-0.0,0
DATA,17361,1269,1.269,1.0,0.9,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,-0.1,0
DATA,17452,1360,1.36,6.0,2.2,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,-0.1,0
DATA,17543,1451,1.451,15.0,5.4,0.0,0.1,0.0,1,0,1,-24.7,18.6,13.9,-0.3,0
DATA,17634,1542,1.542,39.0,13.8,0.0,0.1,0.0,0,0,1,-24.5,16.2,24.9,1.0,0
DATA,17725,1633,1.633,50.0,22.8,0.0,0.1,0.0,0,0,1,0.0,0.0,0.0,1.3,0
DATA,17815,1723,1.723,30.0,24.6,0.0,0.1,0.0,0,0,1,0.0,0.0,0.0,0.1,0
DATA,17908,1816,1.816,3.0,19.2,50.0,0.1,0.0,0,1,2,0.0,0.0,0.0,0.2,0
DATA,17996,1904,1.904,5.0,15.7,50.0,0.1,0.0,0,0,2,-24.7,18.6,7.9,-0.1,0
DATA,18087,1995,1.995,16.0,15.8,50.0,0.1,0.0,0,0,2,-24.7,18.6,16.9,0.5,0
DATA,18178,2086,2.086,42.0,22.3,50.0,15.7,0.0,1,0,1,-24.5,16.3,21.9,4.9,0
DATA,18269,2177,2.177,51.0,29.5,50.0,15.7,0.0,0,0,1,-24.6,16.9,5.9,4.0,0
DATA,18360,2268,2.268,32.0,30.1,50.0,15.7,0.0,0,0,1,0.0,0.0,0.0,0.3,0
DATA,18453,2361,2.361,4.0,23.6,51.0,15.7,110.1,0,1,2,0.0,0.0,0.0,0.1,1
DATA,18541,2449,2.449,4.0,18.7,51.0,15.7,110.1,0,0,2,-24.7,18.6,8.9,-0.0,1
DATA,18632,2540,2.54,19.0,18.8,51.0,15.7,110.1,0,0,2,-24.5,15.7,23.9,-0.4,1
DATA,18722,2630,2.63,38.0,23.6,51.0,15.7,110.1,0,0,2,-24.2,12.5,17.9,0.4,0
DATA,18813,2721,2.721,43.0,28.4,51.0,18.7,110.1,1,0,1,0.0,0.0,0.0,0.4,0
DATA,18905,2813,2.813,19.0,26.1,51.0,18.7,110.1,0,0,1,0.0,0.0,0.0,-0.1,0
DATA,18997,2905,2.905,0.0,19.6,43.0,18.7,110.1,0,1,2,0.0,0.0,0.0,0.0,0
DATA,19086,2994,2.994,1.0,14.9,43.0,18.7,110.1,0,0,2,0.0,0.0,0.0,-0.0,0
DATA,19177,3085,3.085,11.0,13.9,43.0,18.7,110.1,0,0,2,13.2,13.2,25.0,-0.3,0
DATA,19267,3175,3.175,26.0,17.0,43.0,18.7,110.1,0,0,2,13.7,13.2,84.8,1.5,0
DATA,19358,3266,3.266,49.0,25.0,43.0,13.9,110.1,1,0,1,15.8,15.4,7.0,4.4,0
DATA,19448,3356,3.356,32.0,26.7,43.0,13.9,110.1,0,0,1,0.0,0.0,0.0,0.8,0
DATA,19539,3447,3.447,9.0,22.3,43.0,13.9,110.1,0,0,1,0.0,0.0,0.0,-0.2,0
DATA,19633,3541,3.541,3.0,17.5,49.0,13.9,94.6,0,1,2,0.0,0.0,0.0,-0.2,0
DATA,19721,3629,3.629,12.0,16.1,49.0,13.9,94.6,0,0,2,11.6,21.2,26.9,-0.3,0
