row_type,time_ms,session_time_ms,time_s,raw_depth_mm,depth_mm,peak_depth_mm,lean_mm,rate_cpm,compression_started,compression_completed,motion_state,hp_x,hp_y,hp_s,force_N,motor_on
DATA,81053,1088,1.088,1.0,0.6,46.0,25.9,110.3,0,0,2,0.0,0.0,0.0,0.6,0
DATA,96566,91,0.091,3.0,2.1,46.0,25.9,110.3,0,0,2,0.0,0.0,0.0,0.6,0
DATA,96656,181,0.181,0.0,1.5,46.0,25.9,110.3,0,0,2,0.0,0.0,0.0,0.6,0
DATA,96747,272,0.272,4.0,2.2,46.0,25.9,110.3,0,0,2,0.0,0.0,0.0,0.6,0
DATA,96837,362,0.362,0.0,1.6,46.0,25.9,110.3,0,0,2,0.0,0.0,0.0,0.6,0
DATA,96928,453,0.453,1.0,1.5,46.0,25.9,110.3,0,0,2,0.0,0.0,0.0,0.5,0
DATA,97019,544,0.544,1.0,1.3,46.0,25.9,110.3,0,0,2,0.0,0.0,0.0,0.6,0
DATA,97110,635,0.635,0.0,1.0,46.0,25.9,110.3,0,0,2,0.0,0.0,0.0,0.6,0
DATA,97201,726,0.726,2.0,1.3,46.0,25.9,110.3,0,0,2,0.0,0.0,0.0,0.4,0
DATA,97291,816,0.816,1.0,1.2,46.0,25.9,110.3,0,0,2,0.0,0.0,0.0,0.5,0
DATA,97382,907,0.907,2.0,1.4,46.0,25.9,110.3,0,0,2,0.0,0.0,0.0,0.6,0
DATA,97473,998,0.998,0.0,1.0,46.0,25.9,110.3,0,0,2,0.0,0.0,0.0,0.6,0
DATA,97563,1088,1.088,1.0,1.0,46.0,25.9,110.3,0,0,2,0.0,0.0,0.0,0.6,0
DATA,97654,1179,1.179,3.0,1.5,46.0,25.9,110.3,0,0,2,0.0,0.0,0.0,0.5,0
DATA,97744,1269,1.269,1.0,1.4,46.0,25.9,110.3,0,0,2,0.0,0.0,0.0,0.5,0
DATA,97836,1361,1.361,1.0,1.3,46.0,25.9,110.3,0,0,2,0.0,0.0,0.0,0.5,0
DATA,97927,1452,1.452,6.0,2.5,46.0,25.9,110.3,0,0,2,0.0,0.0,0.0,0.5,0
DATA,98017,1542,1.542,9.0,4.1,46.0,25.9,110.3,0,0,2,0.0,0.0,0.0,0.4,0
DATA,98108,1633,1.633,12.0,6.1,46.0,0.1,110.3,1,0,1,0.0,0.0,0.0,0.2,0
DATA,98199,1724,1.724,16.0,8.6,46.0,0.1,110.3,0,0,1,-24.7,18.6,8.7,-0.0,0
DATA,98289,1814,1.814,35.0,15.2,46.0,0.1,110.3,0,0,1,-24.4,14.7,22.7,1.0,0
DATA,98380,1905,1.905,43.0,22.1,46.0,0.1,110.3,0,0,1,-24.5,15.6,5.7,1.2,0
DATA,98471,1996,1.996,33.0,24.8,46.0,0.1,110.3,0,0,1,0.0,0.0,0.0,0.2,0
DATA,98562,2087,2.087,14.0,22.1,46.0,0.1,110.3,0,0,1,0.0,0.0,0.0,0.3,0
DATA,98654,2179,2.179,10.0,19.1,43.0,0.1,1.3,0,1,2,-24.7,18.6,8.7,0.2,0
DATA,98743,2268,2.268,21.0,19.6,43.0,0.1,1.3,0,0,2,-22.5,16.7,28.7,0.0,0
DATA,98834,2359,2.359,40.0,24.7,43.0,19.1,1.3,1,0,1,-23.0,17.2,8.7,0.3,0
DATA,98924,2449,2.449,38.0,28.0,43.0,19.1,1.3,0,0,1,0.0,0.0,0.0,0.0,0
DATA,99015,2540,2.54,20.0,26.0,43.0,19.1,1.3,0,0,1,0.0,0.0,0.0,0.0,0
DATA,99108,2633,2.633,10.0,22.0,40.0,19.1,132.5,0,1,2,0.0,0.0,0.0,0.2,0
DATA,99197,2722,2.722,15.0,20.3,40.0,19.1,132.5,0,0,2,-23.5,4.1,24.7,0.0,0
DATA,99288,2813,2.813,32.0,23.2,40.0,19.1,132.5,0,0,2,-23.4,3.3,29.7,0.3,0
