row_type,time_ms,session_time_ms,time_s,raw_depth_mm,depth_mm,peak_depth_mm,lean_mm,rate_cpm,compression_started,compression_completed,motion_state,hp_x,hp_y,hp_s,force_N,motor_on
DATA,435531,90,0.09,2.0,1.9,49.0,14.5,110.5,0,0,2,0.0,0.0,0.0,-16.5,0
DATA,435622,181,0.181,3.0,2.1,49.0,14.5,110.5,0,0,2,0.0,0.0,0.0,-16.7,0
DATA,435713,272,0.272,0.0,1.6,49.0,14.5,110.5,0,0,2,0.0,0.0,0.0,-17.2,0
DATA,435804,363,0.363,3.0,2.0,49.0,14.5,110.5,0,0,2,0.0,0.0,0.0,-17.5,0
DATA,435895,454,0.454,1.0,1.7,49.0,14.5,110.5,0,0,2,0.0,0.0,0.0,-17.5,0
DATA,435985,544,0.544,2.0,1.8,49.0,14.5,110.5,0,0,2,0.0,0.0,0.0,-13.5,0
DATA,436076,635,0.635,19.0,6.1,49.0,14.5,110.5,0,0,2,0.0,0.0,0.0,34.5,0
DATA,436167,726,0.726,54.0,18.1,49.0,0.0,110.5,1,0,1,0.0,0.0,0.0,60.9,0
DATA,436257,816,0.816,52.0,26.6,49.0,0.0,110.5,0,0,1,0.0,0.0,0.0,35.2,0
DATA,436348,907,0.907,21.0,25.2,49.0,0.0,110.5,0,0,1,0.0,0.0,0.0,36.8,0
DATA,436442,1001,1.001,0.0,18.9,54.0,0.0,0.2,0,1,2,0.0,0.0,0.0,-0.4,1
DATA,436530,1089,1.089,0.0,14.2,54.0,0.0,0.2,0,0,2,0.0,0.0,0.0,-9.8,1
DATA,436621,1180,1.18,16.0,14.6,54.0,0.0,0.2,0,0,2,0.0,0.0,0.0,31.0,1
DATA,436712,1271,1.271,56.0,25.0,54.0,14.2,0.2,1,0,1,0.0,0.0,0.0,27.3,0
DATA,436802,1361,1.361,63.0,34.5,54.0,14.2,0.2,0,0,1,0.0,0.0,0.0,-13.6,0
DATA,436893,1452,1.452,36.0,34.9,54.0,14.2,0.2,0,0,1,0.0,0.0,0.0,0.1,0
DATA,436986,1545,1.545,11.0,28.9,63.0,14.2,110.3,0,1,2,0.0,0.0,0.0,22.0,1
DATA,437074,1633,1.633,4.0,22.7,63.0,14.2,110.3,0,0,2,0.0,0.0,0.0,11.5,1
DATA,437166,1725,1.725,5.0,18.3,63.0,14.2,110.3,0,0,2,0.0,0.0,0.0,17.6,1
DATA,437257,1816,1.816,33.0,21.9,63.0,14.2,110.3,0,0,2,0.0,0.0,0.0,24.2,0
DATA,437347,1906,1.906,62.0,32.0,63.0,18.3,110.3,1,0,1,0.0,0.0,0.0,-22.3,0
DATA,437438,1997,1.997,49.0,36.2,63.0,18.3,110.3,0,0,1,0.0,0.0,0.0,-16.2,0
DATA,437528,2087,2.087,19.0,31.9,63.0,18.3,110.3,0,0,1,0.0,0.0,0.0,24.6,0
DATA,437621,2180,2.18,1.0,24.2,62.0,18.3,94.5,0,1,2,0.0,0.0,0.0,11.2,1
DATA,437710,2269,2.269,1.0,18.4,62.0,18.3,94.5,0,0,2,0.0,0.0,0.0,1.8,1
DATA,437801,2360,2.36,17.0,18.0,62.0,18.3,94.5,0,0,2,0.0,0.0,0.0,32.6,1
DATA,437892,2451,2.451,62.0,29.0,62.0,18.0,94.5,1,0,1,0.0,0.0,0.0,12.8,0
DATA,437982,2541,2.541,58.0,36.3,62.0,18.0,94.5,0,0,1,0.0,0.0,0.0,-7.7,0
DATA,438073,2632,2.632,21.0,32.5,62.0,18.0,94.5,0,0,1,0.0,0.0,0.0,24.6,0
DATA,438166,2725,2.725,2.0,24.8,62.0,18.0,110.1,0,1,2,0.0,0.0,0.0,11.7,1
DATA,438255,2814,2.814,1.0,18.9,62.0,18.0,110.1,0,0,2,0.0,0.0,0.0,1.6,1
DATA,438345,2904,2.904,26.0,20.7,62.0,18.0,110.1,0,0,2,0.0,0.0,0.0,16.9,1
DATA,438435,2994,2.994,63.5,31.4,62.0,18.9,110.1,1,0,1,0.0,0.0,0.0,-17.7,0
DATA,438526,3085,3.085,53.0,36.8,62.0,18.9,110.1,0,0,1,0.0,0.0,0.0,-17.0,0
DATA,438618,3177,3.177,17.0,31.8,62.0,18.9,110.1,0,0,1,0.0,0.0,0.0,28.7,0
DATA,438711,3270,3.27,1.0,24.1,63.5,18.9,110.1,0,1,2,0.0,0.0,0.0,16.4,1
DATA,438799,3358,3.358,2.0,18.6,63.5,18.9,110.1,0,0,2,0.0,0.0,0.0,10.7,1
DATA,438890,3449,3.449,30.0,21.4,63.5,18.9,110.1,0,0,2,0.0,0.0,0.0,29.0,1
DATA,438980,3539,3.539,61.0,31.3,63.5,18.6,110.1,1,0,1,0.0,0.0,0.0,-7.0,0
DATA,439071,3630,3.63,36.0,32.5,63.5,18.6,110.1,0,0,1,0.0,0.0,0.0,4.4,0
DATA,439164,3723,3.723,6.0,25.9,61.0,18.6,132.5,0,1,2,0.0,0.0,0.0,27.8,1
DATA,439252,3811,3.811,5.0,20.7,61.0,18.6,132.5,0,0,2,0.0,0.0,0.0,11.6,1
DATA,439344,3903,3.903,6.0,17.0,61.0,18.6,132.5,0,0,2,0.0,0.0,0.0,21.0,1
DATA,439435,3994,3.994,42.0,23.2,61.0,18.6,132.5,0,0,2,0.0,0.0,0.0,16.6,0
DATA,439526,4085,4.085,60.0,32.4,61.0,17.0,132.5,1,0,1,0.0,0.0,0.0,-13.9,0
DATA,439615,4174,4.174,26.0,30.8,61.0,17.0,132.5,0,0,1,0.0,0.0,0.0,4.4,0
DATA,439708,4267,4.267,3.0,23.9,60.0,17.0,110.3,0,1,2,0.0,0.0,0.0,2.8,1
DATA,439797,4356,4.356,5.0,19.2,60.0,17.0,110.3,0,0,2,0.0,0.0,0.0,-8.4,1
DATA,439888,4447,4.447,9.0,16.6,60.0,17.0,110.3,0,0,2,0.0,0.0,0.0,13.3,1
DATA,439980,4539,4.539,43.0,23.2,60.0,17.0,110.3,0,0,2,0.0,0.0,0.0,19.5,0
DATA,440069,4628,4.628,58.0,31.9,60.0,16.6,110.3,1,0,1,0.0,0.0,0.0,-21.8,0
DATA,440160,4719,4.719,30.0,31.4,60.0,16.6,110.3,0,0,1,0.0,0.0,0.0,3.5,0
DATA,440253,4812,4.812,5.0,24.8,58.0,16.6,110.1,0,1,2,0.0,0.0,0.0,30.4,1
DATA,440342,4901,4.901,1.0,18.9,58.0,16.6,110.1,0,0,2,0.0,0.0,0.0,13.2,1
DATA,440432,4991,4.991,9.0,16.4,58.0,16.6,110.1,0,0,2,0.0,0.0,0.0,31.6,1
DATA,440523,5082,5.082,48.0,24.3,58.0,16.4,110.1,1,0,1,0.0,0.0,0.0,25.5,0
DATA,440614,5173,5.173,58.0,32.7,58.0,16.4,110.1,0,0,1,0.0,0.0,0.0,-8.7,0
DATA,440705,5264,5.264,29.0,31.8,58.0,16.4,110.1,0,0,1,0.0,0.0,0.0,17.5,0
DATA,440799,5358,5.358,4.0,24.8,58.0,16.4,110.1,0,1,2,0.0,0.0,0.0,37.0,1
DATA,440886,5445,5.445,3.0,19.4,58.0,16.4,110.1,0,0,2,0.0,0.0,0.0,23.7,1
DATA,440977,5536,5.536,9.0,16.8,58.0,16.4,110.1,0,0,2,0.0,0.0,0.0,34.6,1
DATA,441068,5627,5.627,51.0,25.3,58.0,16.8,110.1,1,0,1,0.0,0.0,0.0,13.5,0
DATA,441159,5718,5.718,51.0,31.8,58.0,16.8,110.1,0,0,1,0.0,0.0,0.0,-18.4,0
DATA,441250,5809,5.809,18.0,28.3,58.0,16.8,110.1,0,0,1,0.0,0.0,0.0,8.7,0
DATA,441342,5901,5.901,2.0,21.7,51.0,16.8,110.1,0,1,2,0.0,0.0,0.0,23.8,1
DATA,441432,5991,5.991,5.0,17.6,51.0,16.8,110.1,0,0,2,0.0,0.0,0.0,19.5,1
DATA,441522,6081,6.081,23.0,18.9,51.0,16.8,110.1,0,0,2,0.0,0.0,0.0,45.6,1
DATA,441613,6172,6.172,58.0,28.7,51.0,17.6,110.1,1,0,1,0.0,0.0,0.0,8.2,0
DATA,441703,6262,6.262,41.0,31.8,51.0,17.6,110.1,0,0,1,0.0,0.0,0.0,-3.7,0
DATA,441796,6355,6.355,7.0,25.6,58.0,17.6,132.5,0,1,2,0.0,0.0,0.0,23.4,1
DATA,441885,6444,6.444,2.0,19.7,58.0,17.6,132.5,0,0,2,0.0,0.0,0.0,20.9,1
DATA,441976,6535,6.535,7.0,16.5,58.0,17.6,132.5,0,0,2,0.0,0.0,0.0,21.2,1
DATA,442065,6624,6.624,39.0,22.1,58.0,17.6,132.5,0,0,2,0.0,0.0,0.0,11.2,0
DATA,442157,6716,6.716,58.0,31.1,58.0,16.5,132.5,1,0,1,0.0,0.0,0.0,-21.4,0
DATA,442248,6807,6.807,27.0,30.1,58.0,16.5,132.5,0,0,1,0.0,0.0,0.0,-8.5,0
DATA,442341,6900,6.9,4.0,23.6,58.0,16.5,110.1,0,1,2,0.0,0.0,0.0,15.3,1
DATA,442429,6988,6.988,4.0,18.7,58.0,16.5,110.1,0,0,2,0.0,0.0,0.0,9.3,1
