row_type,time_ms,session_time_ms,time_s,raw_depth_mm,depth_mm,peak_depth_mm,lean_mm,rate_cpm,compression_started,compression_completed,motion_state,hp_x,hp_y,hp_s,force_N,motor_on
DATA,529465,90,0.09,0.0,0.2,48.0,15.0,110.5,0,0,2,0.0,0.0,0.0,3.8,0
DATA,529556,181,0.181,2.0,0.7,48.0,15.0,110.5,0,0,2,0.0,0.0,0.0,4.2,0
DATA,529647,272,0.272,0.0,0.5,48.0,15.0,110.5,0,0,2,0.0,0.0,0.0,5.8,0
DATA,529737,362,0.362,0.0,0.4,48.0,15.0,110.5,0,0,2,0.0,0.0,0.0,5.9,0
DATA,529828,453,0.453,0.0,0.3,48.0,15.0,110.5,0,0,2,0.0,0.0,0.0,0.6,0
DATA,529920,545,0.545,2.0,0.7,48.0,15.0,110.5,0,0,2,0.0,0.0,0.0,-6.3,0
DATA,530011,636,0.636,36.0,9.5,48.0,0.0,110.5,1,0,1,0.0,0.0,0.0,64.6,0
DATA,530102,727,0.727,52.0,20.2,48.0,0.0,110.5,0,0,1,0.0,0.0,0.0,160.6,0
DATA,530191,816,0.816,38.0,24.6,48.0,0.0,110.5,0,0,1,0.0,0.0,0.0,81.7,0
DATA,530282,907,0.907,6.0,20.0,48.0,0.0,110.5,0,0,1,0.0,0.0,0.0,5.2,0
DATA,530375,1000,1.0,2.0,15.5,52.0,0.0,0.9,0,1,2,0.0,0.0,0.0,-9.0,1
DATA,530463,1088,1.088,4.0,12.6,52.0,0.0,0.9,0,0,2,0.0,0.0,0.0,-0.6,1
DATA,530554,1179,1.179,41.0,19.7,52.0,12.6,0.9,1,0,1,0.0,0.0,0.0,59.3,1
DATA,530646,1271,1.271,63.0,30.5,52.0,12.6,0.9,0,0,1,0.0,0.0,0.0,98.9,0
DATA,530736,1361,1.361,43.0,33.6,52.0,12.6,0.9,0,0,1,0.0,0.0,0.0,76.2,0
DATA,530829,1454,1.454,10.0,27.7,63.0,12.6,132.2,0,1,2,0.0,0.0,0.0,33.1,1
DATA,530918,1543,1.543,0.0,20.8,63.0,12.6,132.2,0,0,2,0.0,0.0,0.0,0.4,1
DATA,531009,1634,1.634,4.0,16.6,63.0,12.6,132.2,0,0,2,0.0,0.0,0.0,4.2,1
DATA,531100,1725,1.725,27.0,19.2,63.0,12.6,132.2,0,0,2,0.0,0.0,0.0,61.5,0
DATA,531189,1814,1.814,63.5,30.3,63.0,16.6,132.2,1,0,1,0.0,0.0,0.0,111.8,0
DATA,531280,1905,1.905,43.0,33.5,63.0,16.6,132.2,0,0,1,0.0,0.0,0.0,70.7,0
DATA,531374,1999,1.999,11.0,27.8,63.5,16.6,110.1,0,1,2,0.0,0.0,0.0,28.2,1
DATA,531462,2087,2.087,4.0,21.9,63.5,16.6,110.1,0,0,2,0.0,0.0,0.0,-0.0,1
DATA,531553,2178,2.178,1.0,16.7,63.5,16.6,110.1,0,0,2,0.0,0.0,0.0,-1.9,1
